ID,Handle,Command,Body HTML,Tags,Tags Command,Metafield: custom.size_fit_information [string],Metafield: custom.product_collections [string]
6861629128750,super-cropped-rib-tank-1,MERGE,"
<p><span>Cut from lightweight 100% cotton ribbed fabric, our super cropped tank features a slim flit with its flattering thin straps and vintage-inspired neckline with slit.</span></p>
<p>Style with Éterne's <a href=""https://eterne.com/products/lounge-boxer-short-oat"">Lounge Boxer Short</a> to make it a set.</p>",Tanks,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>100% Cotton</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul><p><strong>Final Sale</strong></p>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>100% Cotton</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul><p><strong>Final Sale</strong></p>"
6861629194286,super-cropped-rib-tank-2,MERGE,,,REPLACE,<ul>undefined,<ul>undefined
6861629292590,super-cropped-rib-tank-3,MERGE,"
<p><span>Cut from lightweight 100% cotton ribbed fabric, our super cropped tank features a slim flit with its flattering thin straps and vintage-inspired neckline with slit.</span></p>
<p><span>Style with your favorite pair of jeans, leather pants, layered under an oversized blazer or under a pantsuit.</span></p>",Tanks,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>100% Cotton</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul><p><strong>Final Sale</strong></p>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>100% Cotton</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul><p><strong>Final Sale</strong></p>"
6861635485742,test-product-for-testing,MERGE,,,REPLACE,<ul>undefined,<ul>undefined
6863702458414,high-neck-fitted-tank,MERGE,"
<p><meta charset=""utf-8"">Éterne's high neck fitted tank is crafted from a butter soft ribbed cotton and modal blend, offering a slim fit and a full length<meta charset=""utf-8"">—a versatile essential for everyday wear.</p>
<p>Style with your favorite high-rise jeans, leather pants, or pair with Éterne's <a href=""https://eterne.com/collections/bottoms/products/thermal-lounge-pant-black"">thermal lounge pant</a> as a set. </p>",Tanks,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>48% Cotton, 48% Modal, 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li><span style=""font-size:11pt;font-family:Arial;color:#454545;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</span></li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>48% Cotton, 48% Modal, 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li><span style=""font-size:11pt;font-family:Arial;color:#454545;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</span></li></ul>"
6863702491182,high-neck-fitted-tank-1,MERGE,"
<p><meta charset=""utf-8"">Éterne's high neck fitted tank is crafted from a butter soft ribbed cotton and modal blend, offering a slim fit and a full length<meta charset=""utf-8"">—a versatile essential for everyday wear.</p>
<p>Style with your favorite high-rise jeans, leather pants, or pair with Éterne's <a href=""https://eterne.com/products/classic-sweatpant-heather-brown"">classic sweatpant</a> or <a href=""https://eterne.com/products/straight-leg-sweatpant-heather-brown"">straight leg sweatpant</a> as a set. </p>",Tanks,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>48% Cotton, 48% Modal, 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li><span style=""font-size:11pt;font-family:Arial;color:#454545;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</span></li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>48% Cotton, 48% Modal, 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li><span style=""font-size:11pt;font-family:Arial;color:#454545;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</span></li></ul>"
6863702523950,high-neck-fitted-tank-2,MERGE,"
<p><meta charset=""utf-8"">Éterne's high neck fitted tank is crafted from a butter soft ribbed cotton and modal blend, offering a slim fit and a full length<meta charset=""utf-8"">—a versatile essential for everyday wear.</p>
<p>Style with your favorite high-rise jeans, leather pants, or pair with Éterne's <a href=""https://eterne.com/collections/bottoms/products/thermal-lounge-pant-heather-grey"">thermal lounge pant</a> as a set. </p>",Tanks,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>48% Cotton, 48% Modal, 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li><span style=""font-size:11pt;font-family:Arial;color:#454545;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</span></li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>48% Cotton, 48% Modal, 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li><span style=""font-size:11pt;font-family:Arial;color:#454545;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</span></li></ul>"
6863702556718,high-neck-fitted-tank-3,MERGE,"
<p><meta charset=""utf-8"">Éterne's high neck fitted tank is crafted from a butter soft ribbed cotton and modal blend, offering a slim fit and a full length<meta charset=""utf-8"">—a versatile essential for everyday wear.</p>
<p>Style with your favorite high-rise jeans, leather pants, or pair with Éterne's <a href=""https://eterne.com/collections/bottoms/products/thermal-lounge-pant-heather-grey"">thermal lounge pant</a> as a set. </p>",Tanks,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>48% Cotton, 48% Modal, 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li><span style=""font-size:11pt;font-family:Arial;color:#454545;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</span></li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>48% Cotton, 48% Modal, 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li><span style=""font-size:11pt;font-family:Arial;color:#454545;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</span></li></ul>"
6877038510126,cropped-rib-tank-oat,MERGE,"
<p>Cut from a lightweight 100% cotton rib fabric, our cropped rib racerback tank features a flattering slim fit with its thin racer-back straps and low scooped neck. </p>
<p>Style with your favorite high-rise jeans, leather pants, or layered under an oversized blazer</p>",,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool dry. Do not dry clean.&nbsp;</li></ul><p><strong>Final Sale</strong></p>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool dry. Do not dry clean.&nbsp;</li></ul><p><strong>Final Sale</strong></p>"
6877038542894,cropped-rib-tank-sand,MERGE,"
<p>Cut from a lightweight 100% cotton rib fabric, our cropped rib racerback tank features a flattering slim fit with its thin racer-back straps and low scooped neck. </p>
<p>Style with your favorite high-rise jeans, leather pants, or layered under an oversized blazer</p>",,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>100% cotton</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>100% cotton</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>"
6878371643438,amelia-halter-one-piece,MERGE,"
<p>The Amelia halter one piece swimsuit has a slim fit with a plunging ""V"" neckline that forms a halter neck silhouette with a dramatic open back. It's made from matte swim fabric that's both stretchy and shaping. The high-cut legs create an elongating effect.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/esme-mini-sarong"">Esme Mini Sarong</a> or <a href=""https://eterne.com/collections/soleil/products/lennon-robe"">Lennon Robe</a>.</p>",Swim,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878371840046,amelia-halter-one-piece-1,MERGE,"
<p>The Amelia halter one piece swimsuit has a slim fit with a plunging ""V"" neckline that forms a halter neck silhouette with a dramatic open back. It's made from matte swim fabric that's both stretchy and shaping. The high-cut legs create an elongating effect.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/esme-mini-sarong-2"">Esme Mini Sarong</a> or <a href=""https://eterne.com/collections/soleil/products/lennon-robe-1"">Lennon Robe</a>.</p>",Swim,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878371971118,amelia-halter-one-piece-2,MERGE,"
<p>The Amelia halter one piece swimsuit has a slim fit with a plunging ""V"" neckline that forms a halter neck silhouette with a dramatic open back. It's made from matte swim fabric that's both stretchy and shaping. The high-cut legs create an elongating effect.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/esme-mini-sarong-1"">Esme Mini Sarong</a> or <a href=""https://eterne.com/collections/soleil/products/lennon-robe-2"">Lennon Robe</a>.</p>",Swim,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372003886,isla-string-bikini-top,MERGE,"
<p>Consider our Isla bikini top for your summer getaway. The triangular silhouette cups have halter neck ties that are finished with gold tip ends and is secured with Eterne's logo signature gold-tone clasp at the back. Made from matte swim fabric, just like the matching bottom.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/isla-string-bikini-brief"">Isla String Bikini Bottom</a> and <a href=""https://eterne.com/collections/soleil/products/esme-mini-sarong"">Esme Mini Sarong</a>.</p>",Swim,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372036654,isla-string-bikini-top-1,MERGE,"
<p>Consider our Isla bikini top for your summer getaway. The triangular silhouette cups have halter neck ties that are finished with gold tip ends and is secured with Eterne's logo signature gold-tone clasp at the back. Made from matte swim fabric, just like the matching bottom.</p>
<p>Style with Eterne's <a href=""https://eterne.com/collections/soleil/products/isla-string-bikini-brief-1"">Isla string bikini bottom</a> and <a href=""https://eterne.com/collections/soleil/products/esme-mini-sarong-2"">Esme mini sarong</a>.</p>",Swim,REPLACE,"<ul><li></li><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li></li><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372069422,isla-string-bikini-top-2,MERGE,"
<p>Consider our Isla bikini top for your summer getaway. The triangular silhouette cups have halter neck ties that are finished with gold tip ends and is secured with Eterne's logo signature gold-tone clasp at the back. Made from matte swim fabric, just like the matching bottom.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/isla-string-bikini-brief-2"">Isla String Bikini Bottom</a> <meta charset=""utf-8""><span data-mce-fragment=""1"">and <a href=""https://eterne.com/products/esme-mini-sarong-1"">Esme mini sarong</a></span>.</p>",Swim,REPLACE,"<ul><li></li><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li></li><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372102190,isla-string-bikini-brief,MERGE,"
<p>The Isla string bikini bottom is all you need for your tropical getaway. Made from matte swim fabric, the bikini bottom offers minimal coverage with a low-rise waist and slender, elasticed sides.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/isla-string-bikini-top"">Isla String Bikini Top</a> and <a href=""https://eterne.com/products/esme-mini-sarong"">Esme Mini Sarong</a>.</p>",Swim,REPLACE,"<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372167726,isla-string-bikini-brief-1,MERGE,"
<p>The Isla string bikini bottom is all you need for your tropical getaway. Made from matte swim fabric, the bikini bottom offers minimal coverage with a low-rise waist and slender, elasticed sides.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/isla-string-bikini-top-1"">Isla String Bikini Top</a> and <a href=""https://eterne.com/collections/soleil/products/esme-mini-sarong-2"">Esme Mini Sarong</a>.</p>",Swim,REPLACE,"<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372200494,isla-string-bikini-brief-2,MERGE,"
<p>The Isla string bikini bottom is all you need for your tropical getaway. Made from matte swim fabric, the bikini bottom offers minimal coverage with a low-rise waist and slender, elasticed sides.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/isla-string-bikini-top-2"">Isla String Bikini Top</a> and <a href=""https://eterne.com/products/esme-mini-sarong-1"">Esme Mini Sarong</a>.</p>",Swim,REPLACE,"<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372233262,jolene-button-down-top,MERGE,"
<p>The Jolene Top has a laid-back feel that's perfect for vacations and warm weekends. Made from 100% cotton with a light, airy weave to keep you cool.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/dylan-boxer-short"">Dylan Boxer Short</a> to complete the look.</p>","Tops, Swim",REPLACE,"<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372298798,jolene-button-down-top-1,MERGE,"
<p>The Jolene Top has a laid-back feel that's perfect for vacations and warm weekends. Made from 100% cotton with a light, airy weave to keep you cool.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/dylan-boxer-short-1"">Dylan Boxer Short</a> to complete the look.</p>","Tops, Swim",REPLACE,"<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372331566,jolene-button-down-top-2,MERGE,"
<p>The Jolene Top has a laid-back feel that's perfect for vacations and warm weekends. Made from 100% cotton with a light, airy weave to keep you cool.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/dylan-boxer-short-2"">Dylan</a> Boxer Short to complete the look.</p>",,REPLACE,"<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372364334,dylan-boxer-short,MERGE,"
<p>The Dylan Boxer Short is made from a woven, lightweight cotton. This style has an elasticated waist for a relaxed profile, easing into relaxed leg opening with a concealed front fly.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/jolene-button-down-top"">Jolene Button Down Top</a> to complete the look.</p>","Bottoms, Swim",REPLACE,"<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372429870,dylan-boxer-short-1,MERGE,"
<p>The Dylan Boxer Short is made from a woven, lightweight cotton. This style has an elasticated waist for a relaxed profile, easing into relaxed leg opening with a concealed front fly.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/jolene-button-down-top-1"">Jolene Button Down Top</a> to complete the look.</p>","Bottoms, Swim",REPLACE,"<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372495406,dylan-boxer-short-2,MERGE,"
<p>The Dylan Boxer Short is made from a woven, lightweight cotton. This style has an elasticated waist for a relaxed profile, easing into relaxed leg opening with a concealed front fly.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/jolene-button-down-top-2"">Jolene</a> Button Down Top to complete the look.</p>",Swim,REPLACE,"<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372528174,esme-mini-sarong,MERGE,"
<p>Made from lightweight cotton that has a naturally crinkle finish, the Esme mini sarong has an effortless drape and dries quickly thanks to its lightweight handle. Tie it around to sculpt your waist.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/amelia-halter-one-piece"">Amelia Halter One Piece</a> to complete the look.</p>",Swim,REPLACE,"<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372560942,esme-mini-sarong-1,MERGE,"
<p>Made from lightweight cotton that has a naturally crinkle finish, the Esme mini sarong has an effortless drape and dries quickly thanks to its lightweight handle. Tie it around to sculpt your waist.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/amelia-halter-one-piece-2"">Amelia Halter One Piece</a> to complete the look.</p>",Swim,REPLACE,"<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size O/S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size O/S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6878372593710,esme-mini-sarong-2,MERGE,"
<p>Made from lightweight cotton that has a naturally crinkle finish, the Esme mini sarong has an effortless drape and dries quickly thanks to its lightweight handle. Tie it around to sculpt your waist.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/amelia-halter-one-piece-1"">Amelia Halter One Piece</a> to complete the look.</p>",Swim,REPLACE,"<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size O/S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size.</li><li>Designed for a slim fit&nbsp;</li><li>100% cotton</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size O/S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
6880194986030,bella-tank-one-piece,MERGE,"
<p>A timeless summer staple, the Bella tank one piece is cut from matte swim fabric and has an ultra smooth silhouette. The rounded neckline, slim straps and low back are incredibly flattering. This one piece has a low-scooped back and high-cut legs that add to the retro feel.</p>
<p>Style with Eterne's <a href=""https://eterne.com/products/esme-maxi-sarong"">Esme Maxi Sarong</a> or <a href=""https://eterne.com/collections/soleil/products/lennon-robe"">Lennon Robe</a>.</p>",Swim,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>80% Nylon, 20% Spandex</li><li>Model is 179 cm/5&#39;10.5&quot; and is wearing a size S</li><li>Delicate cycle in cold water with like colors. No bleach. Iron on medium. Hang to dry.</li></ul>"
